plot,sec,tree,species,dbht0,cc,condt0,yeart0,xcoord,ycoord,zelev,elev0,markmanip,actualmanip,cond06,dam06,sprt06,notes1,notes06,dbh09,cond09,dam09,sprt09,notes09,hwa1b09,hwa2b09,dbh14,cond14,dam14,sprt14,vigor14,hwab114,hwab214,scale14,note14,dbh19,cond19,dam19,sprt19,vigor19,hwab119,hwab219,scale19,note19
1,NE,1153,TSCA,23.9,C,L,2004,62.95303878,75.45952351,-3.38,50;40,girdle05,girdle05,L,NA,NA,NA,NA,23.6,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,8M SNAP
1,NE,1154,TSCA,22.5,C,L,2004,61.42102205,75.36031287,-3.43,50;40,girdle05,girdle05,L,NA,NA,NA,NA,22,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1155,TSCA,24.2,C,L,2004,61.25045684,76.01923894,-3.33,50;40,girdle05,girdle05,L,NA,NA,NA,NA,23.6,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,STANDING
1,NE,1156,ACRU,30.5,S,L,2004,61.59293204,76.78350847,-3.16,50;40,none,none,L,NA,NA,NA,NA,29.4,D,LEAN,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,snag,NA,D,LEAN,NA,NA,NA,NA,NA,snapped but leaning up
1,NE,1157,TSCA,9.5,S,L,2004,63.98762281,77.56514219,-3.04,50;40,girdle05,girdle05,D,NA,NA,NA,NA,8.5,D,LEAN,NA,PARTIAL SNAP,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1158,BELE,21.6,I,L,2004,67.33638245,76.51323997,-2.36,50;40,none,none,L,NA,NA,NA,NA,23.5,L,NA,NA,NA,NA,NA,25.9,L,NA,NA,NA,NA,NA,NA,NA,27.3,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1159,TSCA,13.3,S,L,2004,66.36489948,78.5032219,-2.76,50;40,girdle05,girdle05,L,NA,NA,NA,NA,12.9,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,5M SNAG
1,NE,1160,TSCA,13.4,S,L,2004,60.33972763,78.30715808,-3.05,50;40,girdle05,girdle05,L,NA,NA,NA,NA,12.8,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,HIGH SNAP
1,NE,1161,TSCA,7,S,L,2004,63.3445806,79.78058685,-2.88,50;40,girdle05,girdle05,D,NA,NA,NA,NA,6,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1162,TSCA,24.7,C,L,2004,63.7416628,79.56467316,-2.79,50;40,girdle05,girdle05,L,NA,NA,NA,NA,24.4,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,HIGH SNAP
1,NE,1163,TSCA,29,C,L,2004,68.7214989,81.07469738,-2.17,50;40,girdle05,girdle05,D,NA,NA,NA,NA,28.2,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1164,TSCA,25,C,L,2004,64.15465847,85.11631853,-2.19,50;40,girdle05,girdle05,D,NA,NA,NA,BORER DAMAGE,24.5,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1165,TSCA,26.9,C,L,2004,63.49464646,83.66992352,-2.56,50;40,girdle05,girdle05,D,NA,NA,NA,NA,25.4,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1166,TSCA,40.8,C,L,2004,62.3259208,82.60931917,-2.8,50;40,girdle05,girdle05,L,NA,NA,NA,NA,39.9,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1167,ACRU,7.8,NA,D,2004,60.90818893,85.82925444,-2.56,50;40,none,none,D,NA,BASP,NA,NA,NA,D,LEAN,BASP,NO BARK,NA,NA,NA,D,SNAP,BASP,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1168,ACRU,6.3,NA,D,2004,68.89462578,86.9746191,-1.43,50;40,none,none,D,NA,BASP,map coord could be 1158,NA,NA,D,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,not found,NA,D,NA,NA,NA,NA,NA,NA,GONE
1,NE,1169,TSCA,18.7,I,L,2004,69.35682235,88.6033226,-1.18,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1170; 71; 71,BORER DAMAGE,17.8,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1170,TSCA,8.8,I,L,2004,69.35682235,88.6033226,-1.18,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1169; 71; 72,NA,7.6,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1171,TSCA,13.8,I,L,2004,69.35682235,88.6033226,-1.18,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1169; 70; 72,NA,13.2,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1172,TSCA,14.9,I,L,2004,69.35682235,88.6033226,-1.18,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1169; 70; 71,BORER DAMAGE,14,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,snag,NA,D,SNAP,NA,5,NA,NA,NA,5M SNAG
1,NE,1173,ACRU,10.8,S,L,2004,65.44262066,87.93461402,-1.75,50;40,none,none,L,NA,BASP/TRSP,Base w/ 1174,NA,9.9,L,NA,BASP/TRSP,TOP DEAD,NA,NA,9.1,D,NA,BASP,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,STANDING
1,NE,1174,ACRU,10.4,S,L,2004,65.44262066,87.93461402,-1.75,50;40,none,none,L,NA,BASP/TRSP,Base w/ 1173,NA,9.6,L,NA,BASP/TRSP,TOP DEAD,NA,NA,9.5,D,SNAP,BASP,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1175,ACRU,8.4,S,L,2004,62.91965933,88.45096427,-2.01,50;40,none,none,D,NA,NA,NA,NA,8.4,L,BENT,TRSP,NA,NA,NA,8.5,L,NA,TRSP,NA,NA,NA,NA,top snap; TRSP only,8.2,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1176,ACRU,10.5,S,L,2004,62.91965933,88.45096427,-2.01,50;40,none,none,L,NA,NA,NA,NA,10.4,L,NA,TRSP,NA,NA,NA,10.4,L,BENT,TRSP,NA,NA,NA,NA,NA,11,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1177,ACRU,9.3,S,L,2004,62.00960645,88.86545644,-2.07,50;40,none,none,L,NA,NA,NA,NA,8.9,L,NA,TRSP,NA,NA,NA,8.9,L,NA,TRSP,NA,NA,NA,NA,NA,9.4,L,NA,TRSP,NA,NA,NA,NA,TOP DEAD
1,NE,1178,TSCA,12.2,S,L,2004,62.00960645,88.86545644,-2.07,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1179,NA,11.4,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA
1,NE,1179,TSCA,16.2,I,L,2004,62.00960645,88.86545644,-2.07,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1178,NA,15.3,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA
1,NE,1180,TSCA,11.5,S,L,2004,61.60069349,87.90152574,-2.24,50;40,girdle05,girdle05,L,NA,NA,Base w/ 1181,NA,10.6,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1181,TSCA,14.9,I,L,2004,61.60069349,87.90152574,-2.24,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1180,NA,14.4,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,6M SNAG
1,NE,1182,TSCA,24.9,I,L,2004,65.5610622,89.20052848,-1.5,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1183,NA,24.1,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,NA,NA,5,NA,NA,NA,6M SNAG
1,NE,1183,TSCA,21.4,I,L,2004,65.5610622,89.20052848,-1.5,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1182,NA,20.6,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,top snap,NA,D,NA,NA,5,NA,NA,NA,6M SNAG
1,NE,1184,ACRU,17.1,I,L,2004,70.7139855,60.52744334,-2.7,50;40,none,none,L,NA,NA,NA,NA,18.3,L,NA,NA,NA,NA,NA,19.9,L,NA,NA,NA,NA,NA,NA,NA,21.5,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1185,ACRU,10.1,I,L,2004,73.23921162,60.41333587,-2.03,50;40,none,none,L,NA,BASP,NA,NA,10.4,L,NA,NA,NA,NA,NA,10.3,L,BENT,NA,NA,NA,NA,NA,NA,10.7,L,NA,NA,NA,NA,NA,NA,NA
1,NE,1186,TSCA,15,S,L,2004,77.19720901,60.72289817,-1.61,50;40,girdle05,girdle05,L,NA,NA,NA,NA,15,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,snag,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1187,TSCA,6.2,S,L,2004,76.52993777,64.51741861,-2.35,50;40,girdle05,girdle05,D,NA,NA,NA,NA,5.9,D,LEAN,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1188,TSCA,9,S,L,2004,74.55407221,63.745728,-2.27,50;40,girdle05,girdle05,L,NA,NA,NA,NA,9,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1189,TSCA,13.2,S,L,2004,73.50688511,64.81969223,-2.63,50;40,girdle05,girdle05,D,NA,NA,NA,NA,13.5,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,5M SNAG
1,NE,1190,ACRU,14.8,I,L,2004,70.71438616,67.68359684,-3.08,50;40,none,none,L,NA,NA,Base w/ 1191,NA,15.2,L,NA,NA,NA,NA,NA,15.9,L,NA,TRSP,NA,NA,NA,NA,NA,16.5,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1191,ACRU,17.2,I,L,2004,70.71438616,67.68359684,-3.08,50;40,none,none,L,NA,NA,Base w/ 1190,NA,17.2,L,NA,TRSP,NA,NA,NA,18,L,NA,NA,NA,NA,NA,NA,NA,19,L,NA,TRSP,NA,NA,NA,NA,DBH ABOVE SPLIT
1,NE,1192,QURU,29.8,C,L,2004,73.33070595,67.87019941,-2.68,50;40,none,none,L,NA,NA,NA,NA,34.3,L,NA,NA,NA,NA,NA,38.2,L,NA,NA,NA,NA,NA,NA,NA,41.9,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1193,PRSE,5.5,S,L,2004,74.28579999,66.70119086,-2.5,50;40,none,none,D,NA,NA,NA,NA,5.5,D,LEAN,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,not found,NA,D,NA,NA,NA,NA,NA,NA,GONE
1,NE,1194,TSCA,12.8,S,L,2004,74.02316671,66.5288256,-2.6,50;40,girdle05,girdle05,L,NA,NA,NA,NA,12.9,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,NA,NA,5,NA,NA,NA,ON GROUND
1,NE,1195,ACRU,20.7,C,L,2004,77.94360942,63.95824384,-1.76,50;40,none,none,L,NA,NA,Base w/ 1196; 97,NA,21.5,L,NA,NA,NA,NA,NA,22.8,L,NA,NA,NA,NA,NA,NA,NA,24.2,L,NA,NA,NA,NA,NA,NA,NA
1,NE,1196,ACRU,11,S,L,2004,77.94360942,63.95824384,-1.76,50;40,none,none,D,SNAP,NA,Base w/ 1195; 97,NO CROWN,11.3,D,SNAP,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1197,ACRU,27,C,L,2004,77.94360942,63.95824384,-1.76,50;40,none,none,L,NA,NA,Base w/ 1195; 96,NA,27.9,L,NA,NA,NA,NA,NA,29.2,L,NA,NA,NA,NA,NA,NA,NA,30.1,L,NA,NA,NA,NA,NA,NA,NA
1,NE,1198,TSCA,16,S,L,2004,78.59530515,71.58201552,-1.76,50;40,girdle05,girdle05,L,NA,NA,NA,NA,17,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,snag,NA,D,SNAP,NA,5,NA,NA,NA,5M SNAG
1,NE,1199,PRSE,24.1,I,L,2004,78.59530515,71.58201552,-1.76,50;40,none,none,L,NA,NA,NA,NA,25.8,L,NA,NA,NA,NA,NA,26.6,L,NA,NA,NA,NA,NA,NA,NA,26.6,L,NA,TRSP,NA,NA,NA,NA,DYING
1,NE,1200,ACRU,4.3,NA,D,2004,74.19309699,71.67170397,-2.28,50;40,none,none,D,NA,BASP,NA,NA,NA,D,SNAP,BASP,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1201,TSCA,8.2,S,L,2004,72.05199926,69.42096994,-2.66,50;40,girdle05,girdle05,D,NA,NA,NA,NA,8,D,LEAN,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1202,TSCA,26.3,C,L,2004,70.45466736,75.49422249,-2.37,50;40,girdle05,girdle05,D,NA,NA,NA,NA,26.5,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA
1,NE,1203,PIST,18.6,C,L,2004,76.41584021,73.85124596,-1.88,50;40,none,none,L,NA,NA,NA,NA,20.4,L,NA,NA,NA,NA,NA,22.4,L,NA,NA,NA,NA,NA,NA,NA,24.2,L,NA,NA,NA,NA,NA,NA,NA
1,NE,1204,TSCA,13.5,S,L,2004,78.76880056,73.58828316,-1.53,50;40,girdle05,girdle05,L,NA,NA,NA,NA,13.5,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,snag,NA,D,SNAP,NA,5,NA,NA,NA,NA
1,NE,1205,ACRU,26.3,I,L,2004,76.70690575,77.00858649,-1.49,50;40,none,none,L,NA,NA,Base w/ 1206 Lean hard NW,NA,25.6,L,LEAN,NA,TAG VERY HIGH,NA,NA,26.1,L,LEAN,NA,NA,NA,NA,NA,NA,25.2,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1206,ACRU,24.1,C,L,2004,76.70690575,77.00858649,-1.49,50;40,none,none,L,NA,NA,Base w/ 1205 Lean hard NW,NA,24.5,L,LEAN,NA,TAG VERY HIGH,NA,NA,25,L,LEAN,NA,NA,NA,NA,NA,NA,23.9,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1207,TSCA,8.3,S,L,2004,78.3807,76.465,-1.1,50;40,girdle05,girdle05,D,NA,NA,map 2006,NA,8,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1208,TSCA,4.3,S,L,2004,77.89207309,77.95375561,-1.17,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1209,NA,4.5,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA
1,NE,1209,TSCA,6.1,S,L,2004,77.89207309,77.95375561,-1.17,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1208,NA,6.4,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,on ground,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1210,QURU,8,I,L,2004,77.58983147,78.25586369,-1.21,50;40,none,none,L,NA,NA,NA,NA,8.3,L,NA,NA,NA,NA,NA,8.6,L,NA,BASP/TRSP,NA,NA,NA,NA,NA,9,L,NA,BASP/TRSP,NA,NA,NA,NA,NA
1,NE,1211,PIST,20.5,S,L,2004,76.22306411,80.26089553,-1.08,50;40,none,none,L,NA,NA,NA,NA,21.5,L,NA,NA,NA,NA,NA,22,L,NA,NA,NA,NA,NA,NA,NA,22.4,L,NA,NA,NA,NA,NA,NA,NA
1,NE,1212,ACRU,10.2,I,L,2004,74.75787602,79.8565141,-1.69,50;40,none,none,L,NA,NA,NA,NA,10.5,L,NA,NA,NA,NA,NA,10.6,L,NA,TRSP,NA,NA,NA,NA,NA,11.3,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1213,BEPA,22.9,C,L,2004,73.72270029,80.97099497,-1.5,50;40,none,none,L,NA,NA,NA,NA,23.8,L,NA,NA,NA,NA,NA,24.4,L,NA,NA,NA,NA,NA,NA,NA,24.3,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1214,QURU,19.1,NA,D,2004,71.25486937,83.74479941,-1.42,50;40,none,none,D,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1215,BEPA,6.2,NA,D,2004,71.62661367,83.28006857,-1.36,50;40,none,none,D,NA,NA,NA,NA,NA,D,LEAN,NA,NO BARK,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,not found,NA,D,NA,NA,NA,NA,NA,NA,GONE
1,NE,1216,QUAL,5.1,S,L,2004,75.49708788,82.24360585,-0.99,50;40,none,none,D,NA,BASP,NA,NA,5.5,D,NA,BASP,NA,NA,NA,NA,D,LEAN,BASP,NA,NA,NA,NA,NA,NA,D,NA,BASP,NA,NA,NA,NA,GONE
1,NE,1217,ACRU,14.7,C,L,2004,74.60934566,83.8733748,-0.75,50;40,none,none,L,NA,NA,Base w/ 1218,NA,15.1,L,NA,TRSP,NA,NA,NA,15.4,L,NA,NA,NA,NA,NA,NA,NA,15.7,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1218,ACRU,12,C,L,2004,74.60934566,83.8733748,-0.75,50;40,none,none,L,NA,NA,Base w/ 1217,NA,12.7,L,NA,NA,NA,NA,NA,13.4,L,NA,NA,NA,NA,NA,NA,NA,14,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1219,ACRU,11.8,C,L,2004,71.59325117,85.64909269,-1.09,50;40,none,none,L,NA,NA,Base w/ 1220,NA,13.4,L,NA,NA,NA,NA,NA,15.4,L,NA,NA,NA,NA,NA,NA,DBH above tag,15.2,L,NA,TRSP,NA,NA,NA,NA,NEW TAG
1,NE,1220,ACRU,11.6,C,L,2004,71.59325117,85.64909269,-1.09,50;40,none,none,L,NA,NA,Base w/ 1219,NA,12.1,L,NA,NA,NA,NA,NA,12.6,L,NA,NA,NA,NA,NA,NA,NA,13,L,NA,NA,NA,NA,NA,NA,NEW TAG
1,NE,1221,ACRU,6.7,NA,D,2004,70.40397469,86.5821798,-1.35,50;40,none,none,D,SNAP,NA,NA,NO CROWN,NA,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1222,ACRU,23.5,C,L,2004,74.5479,84.69,-0.37,50;40,none,none,L,NA,NA,remap 2006,NA,24.8,L,NA,NA,NA,NA,NA,26.4,L,NA,NA,NA,NA,NA,NA,bark loose,29.3,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1223,ACRU,16.6,I,L,2004,75.5353,85.091,-0.07,50;40,none,none,L,NA,NA,Base w/ 1224; remap 2006,NA,17.9,L,NA,NA,NA,NA,NA,19,L,NA,BASP,NA,NA,NA,NA,NA,20.1,L,NA,NA,NA,NA,NA,NA,NA
1,NE,1224,ACRU,14.5,I,L,2004,75.5353,85.091,-0.07,50;40,none,none,L,NA,NA,Base w/ 1223; remap 2006,NA,15.9,L,NA,NA,NA,NA,NA,17.1,L,NA,NA,NA,NA,NA,NA,NA,18.4,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1225,ACRU,17.9,I,L,2004,78.50530084,86.32815474,0.62,50;40,none,none,L,NA,NA,NA,NA,19.5,L,NA,NA,NA,NA,NA,20.9,L,NA,BASP/TRSP,NA,NA,NA,NA,NA,22.4,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1226,ACRU,6.3,S,L,2004,73.98911475,89.49743556,0.11,50;40,none,none,D,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1227,ACRU,16.6,C,L,2004,73.0148865,89.91265759,0.02,50;40,none,none,L,NA,NA,Base w/ 1228,NA,16.3,L,NA,NA,NA,NA,NA,17.1,L,NA,TRSP,NA,NA,NA,NA,NA,17.7,L,NA,TRSP,NA,NA,NA,NA,NA
1,NE,1228,ACRU,9.1,I,L,2004,73.0148865,89.91265759,0.02,50;40,none,none,L,NA,NA,Base w/ 1227,NA,9.3,L,NA,NA,NA,NA,NA,9.5,L,NA,TRSP,NA,NA,NA,NA,NA,NA,D,SNAP,NA,NA,NA,NA,NA,SNAP 1M
1,NE,1229,TSCA,21,I,L,2004,86.09014515,59.24785383,-0.19,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1230,NA,21.8,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,ON GROUND
1,NE,1230,TSCA,9.3,S,L,2004,86.09014515,59.24785383,-0.19,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1229,NA,9.8,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,ON GROUND
1,NE,1231,TSCA,14.7,S,L,2004,84.97604766,60.26517165,-0.31,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1232; 33,NA,14.9,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,ALMOST ON GROUND
1,NE,1232,TSCA,14.2,S,L,2004,84.97604766,60.26517165,-0.31,50;40,girdle05,girdle05,D,NA,NA,NA,NA,13.9,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,STANDING
1,NE,1233,TSCA,25,I,L,2004,84.97604766,60.26517165,-0.31,50;40,girdle05,girdle05,L,NA,NA,NA,NA,26.2,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,STANDING
1,NE,1234,TSCA,17.5,S,L,2004,79.98068632,59.55017184,-0.74,50;40,girdle05,girdle05,D,NA,NA,NA,NA,17.4,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1235,TSCA,6.4,S,L,2004,80.1534465,61.89778445,-1.15,50;40,girdle05,girdle05,D,LEAN,NA,NA,NA,6.3,D,SNAP,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1236,TSCA,21.2,S,L,2004,79.79432606,65.05062227,-1.7,50;40,girdle05,girdle05,D,NA,NA,NA,NA,21.5,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA
1,NE,1237,TSCA,17,S,L,2004,82.04109755,66.69578905,-1.5,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1238; 40,NA,17.6,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,NA,NA,5,NA,NA,NA,NA
1,NE,1238,TSCA,23,S,L,2004,82.04109755,66.69578905,-1.5,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1237; 40,NA,23.1,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1239,TSCA,5.8,S,L,2004,86.61615421,64.03003475,-0.94,50;40,girdle05,girdle05,D,NA,NA,NA,NA,5.6,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1240,TSCA,16.1,NA,D,2004,82.04109755,66.69578905,-1.5,50;40,girdle05,girdle05,D,NA,NA,Base w/ 1237; 38,NA,NA,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,TOP SNAP
1,NE,1241,TSCA,6.1,S,L,2004,87.57273061,68.08361656,-1.1,50;40,girdle05,girdle05,D,NA,NA,NA,NA,6.1,D,SNAP,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1242,TSCA,9.8,S,L,2004,87.76214072,69.99377954,-0.95,50;40,girdle05,girdle05,D,NA,NA,NA,NA,9.6,D,NA,NA,NA,NA,NA,NA,D,SNAP,NA,5,NA,NA,NA,on ground,NA,D,NA,NA,NA,NA,NA,NA,NA
1,NE,1243,TSCA,5.1,S,L,2004,87.3882399,69.73668297,-1.04,50;40,girdle05,girdle05,D,NA,NA,NA,NA,5,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,NA,NA,D,LEAN,NA,5,NA,NA,NA,NA
1,NE,1244,TSCA,18.3,C,L,2004,86.12205429,70.13265055,-1.26,50;40,girdle05,girdle05,D,NA,NA,NA,NA,18.8,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,SNAP,NA,5,NA,NA,NA,STANDING
1,NE,1245,TSCA,10,S,L,2004,84.94847969,70.64822147,-0.86,50;40,girdle05,girdle05,D,NA,NA,NA,NA,9.9,D,NA,NA,NA,NA,NA,NA,D,NA,NA,5,NA,NA,NA,standing,NA,D,UPRT,NA,5,NA,NA,NA,NA
